seq_reason,lineage,date_draw,count
N,AY.39,2021-08-18,2
N,AY.39,2021-08-23,3
N,AY.39,2021-08-24,1
N,AY.39,2021-08-25,2
N,AY.39,2021-08-26,1
N,AY.39,2021-08-27,1
N,AY.39,2021-08-30,1
N,AY.39,2021-08-31,1
N,AY.39,2021-09-01,3
N,AY.39,2021-09-02,1
N,AY.39,2021-09-05,1
N,AY.39,2021-09-06,2
N,AY.39,2021-09-07,1
N,AY.39,2021-09-10,1
N,AY.39,2021-09-11,2
N,AY.39,2021-09-12,1
N,AY.39,2021-09-13,2
N,AY.39,2021-09-16,1
N,AY.39,2021-09-22,2
N,AY.39,2021-09-23,2
N,AY.39,2021-09-24,2
N,AY.39,2021-09-28,1
N,AY.39,2021-09-30,1
N,AY.39,2021-10-04,2
N,AY.39,2021-10-05,1
N,AY.39,2021-10-07,1
N,AY.39,2021-10-08,1
N,AY.39,2021-10-11,2
N,AY.39,2021-10-13,3
N,AY.39,2021-10-14,1
N,AY.39,2021-10-18,2
N,AY.39,2021-10-19,2
N,AY.39,2021-10-21,1
N,AY.39,2021-10-22,2
N,AY.39,2021-10-29,3
N,AY.39,2021-10-31,1
N,AY.39,2021-11-02,2
N,AY.39,2021-11-03,1
N,AY.39,2021-11-04,2
N,AY.39,2021-11-06,1
N,AY.39,2021-11-07,1
N,AY.39,2021-11-09,1
N,AY.39,2021-11-11,2
N,AY.39,2021-11-12,2
N,AY.39,2021-11-15,1
N,AY.39,2021-11-17,1
N,AY.39,2021-11-18,3
N,AY.39,2021-11-20,2
N,AY.39,2021-11-22,3
N,AY.39,2021-11-24,2
N,AY.39,2021-11-25,2
N,AY.39,2021-11-29,1
N,AY.39,2021-11-30,1
N,AY.39,2021-12-02,1
N,AY.39,2021-12-05,1
N,AY.39,2021-12-06,2
N,AY.39,2021-12-09,3
N,AY.39,2021-12-11,1
N,AY.39,2021-12-13,1
N,AY.39,2021-12-14,4
N,AY.39,2021-12-15,3
N,AY.39,2021-12-16,1
N,AY.39,2021-12-17,1
N,AY.39,2021-12-20,4
N,AY.39,2021-12-21,1
N,AY.39,2021-12-23,4
N,AY.39,2021-12-24,2
N,AY.39,2021-12-25,1
N,AY.39,2021-12-27,1
N,AY.39,2021-12-30,8
N,AY.39,2022-01-04,1
N,AY.39,2022-01-07,2
N,AY.39,2022-01-10,2
N,AY.39,2022-01-14,1
N,AY.39,2022-01-17,1
N,AY.39,2022-01-20,1
N,AY.39.1,2021-07-27,2
N,AY.39.1,2021-12-08,1
N,AY.39.1,2021-12-16,1
N,AY.39.1.2,2021-06-12,1
N,AY.4,2021-06-15,2
N,AY.4,2021-06-17,1
N,AY.4,2021-06-19,1
N,AY.4,2021-06-20,1
N,AY.4,2021-06-21,2
N,AY.4,2021-06-25,5
N,AY.4,2021-06-26,2
N,AY.4,2021-06-28,1
N,AY.4,2021-06-29,7
N,AY.4,2021-06-30,2
N,AY.4,2021-07-01,2
N,AY.4,2021-07-02,4
N,AY.4,2021-07-03,1
N,AY.4,2021-07-05,2
N,AY.4,2021-07-06,2
N,AY.4,2021-07-07,6
N,AY.4,2021-07-08,2
N,AY.4,2021-07-09,8
N,AY.4,2021-07-10,7
N,AY.4,2021-07-11,2
N,AY.4,2021-07-12,13
N,AY.4,2021-07-13,3
N,AY.4,2021-07-14,2
N,AY.4,2021-07-15,6
N,AY.4,2021-07-16,4
N,AY.4,2021-07-17,3
N,AY.4,2021-07-18,4
N,AY.4,2021-07-19,3
N,AY.4,2021-07-20,10
N,AY.4,2021-07-21,12
N,AY.4,2021-07-22,23
N,AY.4,2021-07-23,11
N,AY.4,2021-07-24,10
N,AY.4,2021-07-25,1
N,AY.4,2021-07-26,15
N,AY.4,2021-07-27,8
N,AY.4,2021-07-28,19
N,AY.4,2021-07-29,12
N,AY.4,2021-07-30,22
N,AY.4,2021-07-31,5
N,AY.4,2021-08-01,2
N,AY.4,2021-08-02,14
N,AY.4,2021-08-03,13
N,AY.4,2021-08-04,20
N,AY.4,2021-08-05,15
N,AY.4,2021-08-06,6
N,AY.4,2021-08-07,10
N,AY.4,2021-08-08,6
N,AY.4,2021-08-09,32
N,AY.4,2021-08-10,18
N,AY.4,2021-08-11,30
N,AY.4,2021-08-12,18
N,AY.4,2021-08-13,23
N,AY.4,2021-08-14,6
N,AY.4,2021-08-15,13
N,AY.4,2021-08-16,44
N,AY.4,2021-08-17,33
N,AY.4,2021-08-18,42
N,AY.4,2021-08-19,30
N,AY.4,2021-08-20,37
N,AY.4,2021-08-21,18
N,AY.4,2021-08-22,7
N,AY.4,2021-08-23,57
N,AY.4,2021-08-24,58
N,AY.4,2021-08-25,41
N,AY.4,2021-08-26,47
N,AY.4,2021-08-27,67
N,AY.4,2021-08-28,20
N,AY.4,2021-08-29,4
N,AY.4,2021-08-30,44
N,AY.4,2021-08-31,38
N,AY.4,2021-09-01,75
N,AY.4,2021-09-02,79
N,AY.4,2021-09-03,35
N,AY.4,2021-09-04,25
N,AY.4,2021-09-05,9
N,AY.4,2021-09-06,53
N,AY.4,2021-09-07,80
N,AY.4,2021-09-08,53
N,AY.4,2021-09-09,71
N,AY.4,2021-09-10,51
N,AY.4,2021-09-11,21
N,AY.4,2021-09-12,17
N,AY.4,2021-09-13,62
N,AY.4,2021-09-14,67
N,AY.4,2021-09-15,55
N,AY.4,2021-09-16,36
N,AY.4,2021-09-17,55
N,AY.4,2021-09-18,24
N,AY.4,2021-09-19,6
N,AY.4,2021-09-20,92
N,AY.4,2021-09-21,38
N,AY.4,2021-09-22,42
N,AY.4,2021-09-23,40
N,AY.4,2021-09-24,74
N,AY.4,2021-09-25,24
N,AY.4,2021-09-26,11
N,AY.4,2021-09-27,67
N,AY.4,2021-09-28,68
N,AY.4,2021-09-29,33
N,AY.4,2021-09-30,48
N,AY.4,2021-10-01,44
N,AY.4,2021-10-02,26
N,AY.4,2021-10-03,7
N,AY.4,2021-10-04,65
N,AY.4,2021-10-05,102
N,AY.4,2021-10-06,35
N,AY.4,2021-10-07,50
N,AY.4,2021-10-08,32
N,AY.4,2021-10-09,11
N,AY.4,2021-10-10,6
N,AY.4,2021-10-11,62
N,AY.4,2021-10-12,60
N,AY.4,2021-10-13,35
N,AY.4,2021-10-14,48
N,AY.4,2021-10-15,35
N,AY.4,2021-10-16,10
N,AY.4,2021-10-17,7
N,AY.4,2021-10-18,59
N,AY.4,2021-10-19,92
N,AY.4,2021-10-20,38
N,AY.4,2021-10-21,45
N,AY.4,2021-10-22,57
N,AY.4,2021-10-23,20
N,AY.4,2021-10-24,9
N,AY.4,2021-10-25,46
N,AY.4,2021-10-26,69
N,AY.4,2021-10-27,55
N,AY.4,2021-10-28,72
N,AY.4,2021-10-29,51
N,AY.4,2021-10-30,19
N,AY.4,2021-10-31,7
N,AY.4,2021-11-01,34
N,AY.4,2021-11-02,72
N,AY.4,2021-11-03,95
N,AY.4,2021-11-04,73
N,AY.4,2021-11-05,45
N,AY.4,2021-11-06,19
N,AY.4,2021-11-07,8
N,AY.4,2021-11-08,83
N,AY.4,2021-11-09,92
N,AY.4,2021-11-10,79
N,AY.4,2021-11-11,84
N,AY.4,2021-11-12,74
N,AY.4,2021-11-13,24
N,AY.4,2021-11-14,9
N,AY.4,2021-11-15,115
N,AY.4,2021-11-16,102
N,AY.4,2021-11-17,89
N,AY.4,2021-11-18,140
N,AY.4,2021-11-19,97
N,AY.4,2021-11-20,63
N,AY.4,2021-11-21,17
N,AY.4,2021-11-22,207
N,AY.4,2021-11-23,134
N,AY.4,2021-11-24,96
N,AY.4,2021-11-25,158
N,AY.4,2021-11-26,174
N,AY.4,2021-11-27,42
N,AY.4,2021-11-28,26
N,AY.4,2021-11-29,227
N,AY.4,2021-11-30,180
N,AY.4,2021-12-01,92
N,AY.4,2021-12-02,107
N,AY.4,2021-12-03,113
N,AY.4,2021-12-04,61
N,AY.4,2021-12-05,38
N,AY.4,2021-12-06,208
N,AY.4,2021-12-07,107
N,AY.4,2021-12-08,124
N,AY.4,2021-12-09,161
N,AY.4,2021-12-10,141
N,AY.4,2021-12-11,59
N,AY.4,2021-12-12,17
N,AY.4,2021-12-13,212
N,AY.4,2021-12-14,168
N,AY.4,2021-12-15,144
N,AY.4,2021-12-16,132
N,AY.4,2021-12-17,66
N,AY.4,2021-12-18,15
N,AY.4,2021-12-19,17
N,AY.4,2021-12-20,141
N,AY.4,2021-12-21,90
N,AY.4,2021-12-22,83
N,AY.4,2021-12-23,86
N,AY.4,2021-12-24,29
N,AY.4,2021-12-25,16
N,AY.4,2021-12-26,14
N,AY.4,2021-12-27,102
N,AY.4,2021-12-28,75
N,AY.4,2021-12-29,59
N,AY.4,2021-12-30,61
N,AY.4,2021-12-31,12
N,AY.4,2022-01-01,9
N,AY.4,2022-01-02,7
N,AY.4,2022-01-03,85
N,AY.4,2022-01-04,39
N,AY.4,2022-01-05,28
N,AY.4,2022-01-06,18
N,AY.4,2022-01-07,22
N,AY.4,2022-01-08,3
N,AY.4,2022-01-09,8
N,AY.4,2022-01-10,48
N,AY.4,2022-01-11,26
N,AY.4,2022-01-12,12
N,AY.4,2022-01-13,27
N,AY.4,2022-01-14,8
N,AY.4,2022-01-15,1
N,AY.4,2022-01-16,3
N,AY.4,2022-01-17,18
N,AY.4,2022-01-18,8
N,AY.4,2022-01-19,6
N,AY.4,2022-01-20,6
N,AY.4,2022-01-21,3
N,AY.4,2022-01-22,5
N,AY.4,2022-01-24,4
N,AY.4,2022-01-25,3
N,AY.4,2022-01-26,3
N,AY.4,2022-01-27,6
N,AY.4,2022-01-28,5
N,AY.4,2022-01-29,1
N,AY.4,2022-01-31,1
N,AY.4,2022-02-01,1
N,AY.4,2022-02-02,2
N,AY.4,2022-02-03,2
N,AY.4,2022-02-04,2
N,AY.4,2022-02-14,1
N,AY.4,2022-02-21,1
N,AY.4.1,2021-09-07,1
N,AY.4.10,2021-07-09,1
N,AY.4.10,2021-07-12,2
N,AY.4.10,2021-07-14,1
N,AY.4.10,2021-07-30,1
N,AY.4.10,2021-09-10,1
N,AY.4.10,2021-10-08,1
N,AY.4.10,2021-10-15,1
N,AY.4.10,2021-10-17,1
N,AY.4.10,2021-10-21,1
N,AY.4.10,2021-11-03,3
N,AY.4.10,2021-11-06,1
N,AY.4.10,2021-11-08,3
N,AY.4.10,2021-11-09,2
N,AY.4.10,2021-11-10,1
N,AY.4.10,2021-11-11,1
N,AY.4.10,2021-11-12,3
N,AY.4.10,2021-11-15,3
N,AY.4.10,2021-11-20,2
N,AY.4.10,2021-11-22,1
N,AY.4.10,2021-11-25,1
N,AY.4.10,2021-11-29,1
N,AY.4.10,2021-12-03,2
N,AY.4.10,2021-12-06,3
N,AY.4.10,2021-12-07,2
N,AY.4.10,2021-12-13,2
N,AY.4.10,2021-12-15,1
N,AY.4.10,2021-12-27,1
N,AY.4.10,2021-12-30,1
N,AY.4.10,2022-01-04,1
N,AY.4.10,2022-01-08,1
N,AY.4.10,2022-01-11,1
N,AY.4.10,2022-01-17,1
N,AY.4.11,2021-09-13,1
N,AY.4.11,2021-10-21,1
N,AY.4.11,2021-10-26,1
N,AY.4.11,2021-11-01,1
N,AY.4.11,2021-11-04,1
N,AY.4.11,2021-11-05,1
N,AY.4.11,2021-11-06,1
N,AY.4.11,2021-11-08,1
N,AY.4.11,2021-11-09,2
N,AY.4.11,2021-11-12,1
N,AY.4.11,2021-11-15,1
N,AY.4.11,2021-11-16,1
N,AY.4.11,2021-11-18,5
N,AY.4.11,2021-11-20,3
N,AY.4.11,2021-11-22,5
N,AY.4.11,2021-11-23,3
N,AY.4.11,2021-11-24,1
N,AY.4.11,2021-11-25,3
N,AY.4.11,2021-11-26,4
N,AY.4.11,2021-11-27,1
N,AY.4.11,2021-11-29,7
N,AY.4.11,2021-11-30,9
N,AY.4.11,2021-12-01,6
N,AY.4.11,2021-12-02,2
N,AY.4.11,2021-12-03,9
N,AY.4.11,2021-12-04,4
N,AY.4.11,2021-12-05,3
N,AY.4.11,2021-12-06,7
N,AY.4.11,2021-12-07,3
N,AY.4.11,2021-12-08,4
N,AY.4.11,2021-12-09,6
N,AY.4.11,2021-12-10,5
N,AY.4.11,2021-12-11,2
N,AY.4.11,2021-12-13,2
N,AY.4.11,2021-12-14,8
N,AY.4.11,2021-12-15,10
N,AY.4.11,2021-12-16,3
N,AY.4.11,2021-12-17,1
N,AY.4.11,2021-12-18,2
N,AY.4.11,2021-12-20,4
N,AY.4.11,2021-12-21,3
N,AY.4.11,2021-12-22,3
N,AY.4.11,2021-12-23,3
N,AY.4.11,2021-12-24,4
N,AY.4.11,2021-12-27,2
N,AY.4.11,2021-12-28,1
N,AY.4.11,2021-12-29,1
N,AY.4.11,2021-12-30,1
N,AY.4.11,2021-12-31,2
N,AY.4.11,2022-01-04,5
N,AY.4.11,2022-01-05,1
N,AY.4.11,2022-01-07,2
N,AY.4.11,2022-01-10,1
N,AY.4.11,2022-01-13,2
N,AY.4.11,2022-01-24,1
N,AY.4.11,2022-02-14,1
N,AY.4.11,2022-02-15,1
N,AY.4.13,2021-09-20,1
N,AY.4.13,2021-09-27,2
N,AY.4.13,2021-10-07,1
N,AY.4.13,2021-10-18,3
N,AY.4.13,2021-10-25,2
N,AY.4.13,2021-10-26,1
N,AY.4.13,2021-11-09,1
N,AY.4.13,2021-11-13,1
N,AY.4.13,2021-11-18,4
N,AY.4.13,2021-11-19,2
N,AY.4.13,2021-11-22,2
N,AY.4.13,2021-11-24,1
N,AY.4.13,2021-11-29,2
N,AY.4.13,2021-11-30,1
N,AY.4.13,2021-12-01,2
N,AY.4.13,2021-12-02,2
N,AY.4.13,2021-12-03,1
N,AY.4.13,2021-12-05,2
N,AY.4.13,2021-12-06,3
N,AY.4.13,2021-12-07,3
N,AY.4.13,2021-12-08,3
N,AY.4.13,2021-12-09,2
N,AY.4.13,2021-12-10,2
N,AY.4.13,2021-12-11,2
N,AY.4.13,2021-12-13,2
N,AY.4.13,2021-12-14,1
N,AY.4.13,2021-12-16,1
N,AY.4.13,2021-12-17,1
N,AY.4.13,2021-12-19,1
N,AY.4.13,2021-12-21,1
N,AY.4.13,2021-12-22,1
N,AY.4.13,2021-12-23,2
N,AY.4.13,2021-12-27,2
N,AY.4.13,2021-12-29,1
N,AY.4.13,2021-12-30,2
N,AY.4.13,2021-12-31,1
N,AY.4.13,2022-01-04,2
N,AY.4.13,2022-01-06,2
N,AY.4.13,2022-01-10,1
N,AY.4.13,2022-01-15,1
N,AY.4.14,2021-11-09,1
N,AY.4.15,2021-07-29,1
N,AY.4.15,2021-08-03,3
N,AY.4.15,2021-08-09,1
N,AY.4.15,2021-08-17,1
N,AY.4.15,2021-08-23,2
N,AY.4.15,2021-09-23,1
N,AY.4.15,2021-11-15,1
N,AY.4.15,2021-12-11,1
N,AY.4.16,2021-11-29,1
N,AY.4.16,2021-12-06,1
N,AY.4.16,2021-12-08,1
N,AY.4.17,2021-09-13,1
N,AY.4.17,2021-09-27,1
N,AY.4.17,2021-10-06,1
N,AY.4.17,2021-11-12,1
N,AY.4.17,2021-11-22,1
N,AY.4.17,2021-12-14,1
N,AY.4.17,2021-12-25,1
N,AY.4.17,2021-12-27,1
N,AY.4.17,2022-01-04,1
N,AY.4.17,2022-01-05,1
N,AY.4.17,2022-01-06,1
N,AY.4.17,2022-01-07,1
N,AY.4.17,2022-01-12,1
N,AY.4.2,2021-07-06,1
N,AY.4.2,2021-08-24,1
N,AY.4.2,2021-08-31,1
N,AY.4.2,2021-09-07,1
N,AY.4.2,2021-09-14,1
N,AY.4.2,2021-09-15,2
N,AY.4.2,2021-09-20,3
N,AY.4.2,2021-09-21,4
N,AY.4.2,2021-09-28,1
N,AY.4.2,2021-09-30,3
N,AY.4.2,2021-10-01,2
N,AY.4.2,2021-10-05,1
N,AY.4.2,2021-10-07,1
N,AY.4.2,2021-10-08,1
N,AY.4.2,2021-10-11,2
N,AY.4.2,2021-10-13,1
N,AY.4.2,2021-10-14,4
N,AY.4.2,2021-10-15,1
N,AY.4.2,2021-10-16,1
N,AY.4.2,2021-10-18,2
N,AY.4.2,2021-10-20,4
N,AY.4.2,2021-10-22,2
N,AY.4.2,2021-10-25,2
N,AY.4.2,2021-10-26,2
N,AY.4.2,2021-10-29,3
N,AY.4.2,2021-11-02,4
N,AY.4.2,2021-11-03,3
N,AY.4.2,2021-11-04,2
N,AY.4.2,2021-11-05,2
N,AY.4.2,2021-11-06,1
N,AY.4.2,2021-11-08,6
N,AY.4.2,2021-11-09,1
N,AY.4.2,2021-11-10,5
N,AY.4.2,2021-11-11,6
N,AY.4.2,2021-11-12,2
N,AY.4.2,2021-11-13,1
N,AY.4.2,2021-11-14,1
N,AY.4.2,2021-11-15,13
N,AY.4.2,2021-11-16,4
N,AY.4.2,2021-11-17,5
N,AY.4.2,2021-11-18,4
N,AY.4.2,2021-11-19,3
N,AY.4.2,2021-11-20,5
N,AY.4.2,2021-11-21,5
N,AY.4.2,2021-11-22,14
N,AY.4.2,2021-11-23,7
N,AY.4.2,2021-11-24,4
N,AY.4.2,2021-11-25,10
N,AY.4.2,2021-11-26,16
N,AY.4.2,2021-11-27,1
N,AY.4.2,2021-11-28,6
N,AY.4.2,2021-11-29,15
N,AY.4.2,2021-11-30,18
N,AY.4.2,2021-12-01,7
N,AY.4.2,2021-12-02,7
N,AY.4.2,2021-12-03,16
N,AY.4.2,2021-12-04,2
N,AY.4.2,2021-12-05,2
N,AY.4.2,2021-12-06,13
N,AY.4.2,2021-12-07,9
N,AY.4.2,2021-12-08,14
N,AY.4.2,2021-12-09,10
N,AY.4.2,2021-12-10,6
N,AY.4.2,2021-12-11,2
N,AY.4.2,2021-12-12,2
N,AY.4.2,2021-12-13,16
N,AY.4.2,2021-12-14,4
N,AY.4.2,2021-12-15,8
N,AY.4.2,2021-12-16,11
N,AY.4.2,2021-12-17,11
N,AY.4.2,2021-12-18,1
N,AY.4.2,2021-12-19,2
N,AY.4.2,2021-12-20,7
N,AY.4.2,2021-12-21,3
N,AY.4.2,2021-12-22,8
N,AY.4.2,2021-12-23,5
N,AY.4.2,2021-12-24,4
N,AY.4.2,2021-12-25,2
N,AY.4.2,2021-12-26,2
N,AY.4.2,2021-12-27,9
N,AY.4.2,2021-12-28,2
N,AY.4.2,2021-12-29,4
N,AY.4.2,2021-12-30,5
N,AY.4.2,2021-12-31,1
N,AY.4.2,2022-01-01,2
N,AY.4.2,2022-01-02,1
N,AY.4.2,2022-01-03,9
N,AY.4.2,2022-01-04,3
N,AY.4.2,2022-01-06,1
N,AY.4.2,2022-01-07,2
N,AY.4.2,2022-01-08,2
N,AY.4.2,2022-01-10,7
N,AY.4.2,2022-01-11,1
N,AY.4.2,2022-01-15,1
N,AY.4.2,2022-01-17,6
N,AY.4.2,2022-01-18,4
N,AY.4.2,2022-01-21,1
N,AY.4.2,2022-01-22,1
N,AY.4.2,2022-01-24,2
N,AY.4.2,2022-01-26,1
N,AY.4.2,2022-01-27,1
N,AY.4.2,2022-01-28,2
N,AY.4.2.1,2021-09-06,1
N,AY.4.2.1,2021-09-13,1
N,AY.4.2.1,2021-09-20,2
N,AY.4.2.1,2021-09-22,1
N,AY.4.2.1,2021-09-24,1
N,AY.4.2.1,2021-09-30,1
N,AY.4.2.1,2021-10-01,1
N,AY.4.2.1,2021-10-07,1
N,AY.4.2.1,2021-10-18,2
N,AY.4.2.1,2021-10-19,1
N,AY.4.2.1,2021-10-25,1
N,AY.4.2.1,2021-10-26,2
N,AY.4.2.1,2021-10-28,3
N,AY.4.2.1,2021-11-02,2
N,AY.4.2.1,2021-11-03,1
N,AY.4.2.1,2021-11-04,1
N,AY.4.2.1,2021-11-05,1
N,AY.4.2.1,2021-11-06,1
N,AY.4.2.1,2021-11-08,1
N,AY.4.2.1,2021-11-09,5
N,AY.4.2.1,2021-11-10,2
N,AY.4.2.1,2021-11-11,4
N,AY.4.2.1,2021-11-12,2
N,AY.4.2.1,2021-11-13,1
N,AY.4.2.1,2021-11-16,3
N,AY.4.2.1,2021-11-17,2
N,AY.4.2.1,2021-11-18,4
N,AY.4.2.1,2021-11-19,2
N,AY.4.2.1,2021-11-22,3
N,AY.4.2.1,2021-11-23,6
N,AY.4.2.1,2021-11-24,5
N,AY.4.2.1,2021-11-25,4
N,AY.4.2.1,2021-11-27,1
N,AY.4.2.1,2021-11-29,6
N,AY.4.2.1,2021-11-30,7
N,AY.4.2.1,2021-12-01,2
N,AY.4.2.1,2021-12-02,2
N,AY.4.2.1,2021-12-03,5
N,AY.4.2.1,2021-12-04,1
N,AY.4.2.1,2021-12-05,2
N,AY.4.2.1,2021-12-06,6
N,AY.4.2.1,2021-12-07,6
N,AY.4.2.1,2021-12-08,5
N,AY.4.2.1,2021-12-09,1
N,AY.4.2.1,2021-12-10,4
N,AY.4.2.1,2021-12-11,2
N,AY.4.2.1,2021-12-12,8
N,AY.4.2.1,2021-12-13,7
N,AY.4.2.1,2021-12-14,14
N,AY.4.2.1,2021-12-15,6
N,AY.4.2.1,2021-12-16,4
N,AY.4.2.1,2021-12-17,5
N,AY.4.2.1,2021-12-20,2
N,AY.4.2.1,2021-12-21,7
N,AY.4.2.1,2021-12-22,8
N,AY.4.2.1,2021-12-23,5
N,AY.4.2.1,2021-12-24,3
N,AY.4.2.1,2021-12-25,3
N,AY.4.2.1,2021-12-26,1
N,AY.4.2.1,2021-12-27,4
N,AY.4.2.1,2021-12-28,5
N,AY.4.2.1,2021-12-29,8
N,AY.4.2.1,2021-12-30,8
N,AY.4.2.1,2022-01-02,1
N,AY.4.2.1,2022-01-03,5
N,AY.4.2.1,2022-01-04,5
N,AY.4.2.1,2022-01-05,1
N,AY.4.2.1,2022-01-06,1
N,AY.4.2.1,2022-01-07,2
N,AY.4.2.1,2022-01-09,1
N,AY.4.2.1,2022-01-10,3
N,AY.4.2.1,2022-01-11,1
N,AY.4.2.1,2022-01-12,1
N,AY.4.2.1,2022-01-17,3
N,AY.4.2.1,2022-01-25,1
N,AY.4.2.1,2022-01-27,1
N,AY.4.2.1,2022-01-28,3
N,AY.4.2.1,2022-01-29,2
N,AY.4.2.1,2022-01-31,1
N,AY.4.2.1,2022-02-01,1
N,AY.4.2.1,2022-02-02,1
N,AY.4.2.1,2022-02-03,1
N,AY.4.2.1,2022-02-07,2
N,AY.4.2.1,2022-02-08,1
N,AY.4.2.2,2021-10-12,1
N,AY.4.2.2,2021-10-14,1
N,AY.4.2.2,2021-10-26,1
N,AY.4.2.2,2021-10-27,1
N,AY.4.2.2,2021-11-05,1
N,AY.4.2.2,2021-11-16,1
N,AY.4.2.2,2021-11-17,1
N,AY.4.2.2,2021-11-18,2
N,AY.4.2.2,2021-11-19,1
N,AY.4.2.2,2021-11-22,2
N,AY.4.2.2,2021-11-25,1
N,AY.4.2.2,2021-11-29,2
N,AY.4.2.2,2021-12-01,1
N,AY.4.2.2,2021-12-03,2
N,AY.4.2.2,2021-12-04,2
N,AY.4.2.2,2021-12-06,1
N,AY.4.2.2,2021-12-07,1
N,AY.4.2.2,2021-12-09,3
N,AY.4.2.2,2021-12-10,3
N,AY.4.2.2,2021-12-11,1
N,AY.4.2.2,2021-12-13,2
N,AY.4.2.2,2021-12-14,3
N,AY.4.2.2,2021-12-15,2
N,AY.4.2.2,2021-12-16,3
N,AY.4.2.2,2021-12-17,3
N,AY.4.2.2,2021-12-21,2
N,AY.4.2.2,2021-12-22,2
N,AY.4.2.2,2021-12-23,4
N,AY.4.2.2,2021-12-28,5
N,AY.4.2.2,2021-12-29,1
N,AY.4.2.2,2022-01-03,2
N,AY.4.2.2,2022-01-05,1
N,AY.4.2.2,2022-01-06,1
N,AY.4.2.2,2022-01-07,1
N,AY.4.2.2,2022-01-18,1
N,AY.4.2.3,2021-01-12,1
N,AY.4.2.3,2021-08-06,2
N,AY.4.2.3,2021-08-09,1
N,AY.4.2.3,2021-08-11,1
N,AY.4.2.3,2021-08-12,3
N,AY.4.2.3,2021-08-14,3
N,AY.4.2.3,2021-08-16,3
N,AY.4.2.3,2021-08-17,1
N,AY.4.2.3,2021-08-18,3
N,AY.4.2.3,2021-08-19,1
N,AY.4.2.3,2021-08-20,2
N,AY.4.2.3,2021-08-22,1
N,AY.4.2.3,2021-08-25,1
N,AY.4.2.3,2021-08-26,4
N,AY.4.2.3,2021-08-27,2
N,AY.4.2.3,2021-08-31,1
N,AY.4.2.3,2021-09-01,1
N,AY.4.2.3,2021-09-03,5
N,AY.4.2.3,2021-09-06,1
N,AY.4.2.3,2021-09-07,3
N,AY.4.2.3,2021-09-09,1
N,AY.4.2.3,2021-09-10,5
N,AY.4.2.3,2021-09-13,1
N,AY.4.2.3,2021-09-14,2
N,AY.4.2.3,2021-09-17,1
N,AY.4.2.3,2021-09-21,2
N,AY.4.2.3,2021-09-22,5
N,AY.4.2.3,2021-09-23,1
N,AY.4.2.3,2021-09-24,1
N,AY.4.2.3,2021-09-25,1
N,AY.4.2.3,2021-09-27,6
N,AY.4.2.3,2021-09-28,6
N,AY.4.2.3,2021-09-29,3
N,AY.4.2.3,2021-09-30,3
N,AY.4.2.3,2021-10-01,6
N,AY.4.2.3,2021-10-02,1
N,AY.4.2.3,2021-10-04,10
N,AY.4.2.3,2021-10-05,7
N,AY.4.2.3,2021-10-06,2
N,AY.4.2.3,2021-10-07,5
N,AY.4.2.3,2021-10-08,3
N,AY.4.2.3,2021-10-10,2
N,AY.4.2.3,2021-10-11,4
N,AY.4.2.3,2021-10-12,8
N,AY.4.2.3,2021-10-13,4
N,AY.4.2.3,2021-10-14,7
N,AY.4.2.3,2021-10-15,3
N,AY.4.2.3,2021-10-16,1
N,AY.4.2.3,2021-10-18,4
N,AY.4.2.3,2021-10-19,20
N,AY.4.2.3,2021-10-20,3
N,AY.4.2.3,2021-10-21,1
N,AY.4.2.3,2021-10-22,4
N,AY.4.2.3,2021-10-23,1
N,AY.4.2.3,2021-10-24,2
N,AY.4.2.3,2021-10-25,11
N,AY.4.2.3,2021-10-26,12
N,AY.4.2.3,2021-10-27,2
N,AY.4.2.3,2021-10-28,5
N,AY.4.2.3,2021-10-29,4
N,AY.4.2.3,2021-11-01,6
N,AY.4.2.3,2021-11-02,2
N,AY.4.2.3,2021-11-03,9
N,AY.4.2.3,2021-11-04,5
N,AY.4.2.3,2021-11-05,3
N,AY.4.2.3,2021-11-06,1
N,AY.4.2.3,2021-11-07,2
N,AY.4.2.3,2021-11-08,21
N,AY.4.2.3,2021-11-09,7
N,AY.4.2.3,2021-11-10,11
N,AY.4.2.3,2021-11-11,7
N,AY.4.2.3,2021-11-12,16
N,AY.4.2.3,2021-11-13,2
N,AY.4.2.3,2021-11-14,1
N,AY.4.2.3,2021-11-15,22
N,AY.4.2.3,2021-11-16,11
N,AY.4.2.3,2021-11-17,8
N,AY.4.2.3,2021-11-18,13
N,AY.4.2.3,2021-11-19,11
N,AY.4.2.3,2021-11-20,5
N,AY.4.2.3,2021-11-21,5
N,AY.4.2.3,2021-11-22,23
N,AY.4.2.3,2021-11-23,17
N,AY.4.2.3,2021-11-24,10
N,AY.4.2.3,2021-11-25,17
N,AY.4.2.3,2021-11-26,21
N,AY.4.2.3,2021-11-27,3
N,AY.4.2.3,2021-11-28,2
N,AY.4.2.3,2021-11-29,35
N,AY.4.2.3,2021-11-30,28
N,AY.4.2.3,2021-12-01,10
N,AY.4.2.3,2021-12-02,15
N,AY.4.2.3,2021-12-03,12
N,AY.4.2.3,2021-12-04,5
N,AY.4.2.3,2021-12-05,1
N,AY.4.2.3,2021-12-06,33
N,AY.4.2.3,2021-12-07,14
N,AY.4.2.3,2021-12-08,14
N,AY.4.2.3,2021-12-09,20
N,AY.4.2.3,2021-12-10,15
N,AY.4.2.3,2021-12-11,8
